title~views~uptime_y~uptime_m~uptime_d~link
As=C3=AD es el PRIMER OXXO del mundo | =C2=BFC=C3=B3mo fue tan exitoso? =F0=9F=9B=92~133,390~0~1~29~https://www.youtube.com/watch?v=3DWa7zKL2abFc
=C2=BFPor qui=C3=A9n vot=C3=A9 para presidente? | ELECCIONES 2018~4,867,068~5~61~1855~https://www.youtube.com/watch?v=3DFEAu_GrBMHY
Visitando un supermercado en RUSIA!  =F0=9F=9B=92=F0=9F=87=B7=F0=9F=87=BA~5,486,582~5~61~1855~https://www.youtube.com/watch?v=3DeNVEvQENSgg
LOS MEJORES MEMES DEL MUNDIAL~5,909,029~5~61~1855~https://www.youtube.com/watch?v=3Dmz-101X9FMw
=C2=BFC=C3=B3mo era RUSIA hace 30 a=C3=B1os? | Comunismo - URSS =F0=9F=93=95=E2=98=AD~2,971,478~5~61~1855~https://www.youtube.com/watch?v=3DG4s5TaWayd8
Trying street food in RUSSIA! =F0=9F=87=B7=F0=9F=87=BA=F0=9F=8D=97~13,428,422~5~61~1855~https://www.youtube.com/watch?v=3DbPa9zZCTmW0
=C2=A1LLEGAMOS A RUSIA! =F0=9F=87=B7=F0=9F=87=BAAventuras en el MUNDIAL =E2=9A=BD=EF=B8=8F~4,644,282~5~61~1855~https://www.youtube.com/watch?v=3DT4vGbZh3KOM
As=C3=AD es la marcha gay en ISRAEL | LGBTQ PRIDE =F0=9F=8F=B3=EF=B8=8F=E2=80=8D=F0=9F=8C=88 =F0=9F=87=AE=F0=9F=87=B1~5,122,960~5~61~1855~https://www.youtube.com/watch?v=3DKhPdS9UiSeY
What is a normal day like in JERUSALEM? | Religion and Conflict | Israel - Palestine~12,944,397~5~61~1855~https://www.youtube.com/watch?v=3D665RRraY8R8
How HARD is it to enter Israel today? | Israel - Palestine~11,184,264~5~61~1855~https://www.youtube.com/watch?v=3DbU0M-3jGy0s
Este hotel est=C3=A1 HECHO CON BASURA!~4,174,593~5~61~1855~https://www.youtube.com/watch?v=3DjRItX3KanmY
We found an ABANDONED CITY in the desert...~7,645,638~5~61~1855~https://www.youtube.com/watch?v=3DYIW0Lj1rCmA
Tuve que ir al hospital en OTRO PA=C3=8DS...~4,971,631~5~61~1855~https://www.youtube.com/watch?v=3DUmHCaK6ogvM
Fresh Meat Burger vs. FILLED WITH PRESERVATIVES | Luisillo the fattie~8,194,606~5~61~1855~https://www.youtube.com/watch?v=3DiP-ghEf-PVg
They say this town is haunted? REAL OR FAKE?~7,828,423~5~61~1855~https://www.youtube.com/watch?v=3DQdubWXqr9Go
Playing FORTNITE for the first time in my life~12,069,863~5~61~1855~https://www.youtube.com/watch?v=3D8bx3pcA0WPY
How much does American fast food change in ARABIA?~12,697,406~5~61~1855~https://www.youtube.com/watch?v=3DuB8ES6tTDLU
Reacciono a video-memes OSCUROS que hacen de m=C3=AD | Momazos~6,055,861~5~61~1855~https://www.youtube.com/watch?v=3DOo2f_XktSCw
El RESULTADO FINAL del BVOCHIDO!~8,204,906~5~61~1855~https://www.youtube.com/watch?v=3DUU4KTqEN-gs
I slept in the president's suite.... How EPIC was it?~8,014,287~5~61~1855~https://www.youtube.com/watch?v=3DVh1hNujGBCU
A day with a Ferrari | This is why a SUPERCAR is SO EXPENSIVE~11,586,403~5~61~1855~https://www.youtube.com/watch?v=3DfKOEug2wmds
How much money is there in the VATICAN? | Secrets and curiosities~10,334,000~5~61~1855~https://www.youtube.com/watch?v=3DQzEN-oqHDCs
Tasting REAL ITALIAN pizzas | Big difference!~16,331,692~5~61~1855~https://www.youtube.com/watch?v=3DR9s0c29_D4Q
This is what life was like for the ROMAN GLADIATORS | Colosseum~8,142,868~5~61~1855~https://www.youtube.com/watch?v=3Dcn3xT0OUIyw
I found a flight for $20... How BAD was it?~21,109,093~5~61~1855~https://www.youtube.com/watch?v=3Dxwbq-YFEAZU
=C2=BFEn realidad estos tel=C3=A9fonos parecen BASUREROS? | Londres~5,251,851~5~61~1855~https://www.youtube.com/watch?v=3D7P5VUMIAGaw
This is what my old car looks like after I wrecked it.... | Bvochid=C3=ADsimo~7,359,694~5~61~1855~https://www.youtube.com/watch?v=3DVM-fR7H_aPU
MI CASA TEMPORAL EN DUBAI | Room Tour~6,210,607~5~61~1855~https://www.youtube.com/watch?v=3DGoqz3918gKk
What does a VENEZUELAN think of a supermarket in ANOTHER COUNTRY?~16,552,440~5~61~1855~https://www.youtube.com/watch?v=3D0mgKpmQrI0Q
This is the BIGGEST mall in the world! | Dubai Mall~7,338,631~5~61~1855~https://www.youtube.com/watch?v=3Dd6uCO8rRkbU
Reacting to my DARK PAST | Luisito's Abandoned Channel~9,485,230~5~61~1855~https://www.youtube.com/watch?v=3DhRxRqvZTosI
WWWRRR... SOY UN CAMELLO | Primera vez montando un camello~4,293,490~5~61~1855~https://www.youtube.com/watch?v=3DRoc6W84zqc0
Visiting a SUPERMARKET in Dubai | You can find EVERYTHING!~18,266,234~5~61~1855~https://www.youtube.com/watch?v=3DP5gk08TDrZY
FERRARI's roller coaster park - Ferrari World Abu Dhabi~8,660,745~5~61~1855~https://www.youtube.com/watch?v=3DhihK6qgDFck
Visiting the CITY MADE OF GOLD in Dubai~18,802,502~5~61~1855~https://www.youtube.com/watch?v=3DcSKGUh4Httk
This is the VIP PUBLIC TRANSPORTATION in Dubai!~13,335,204~5~61~1855~https://www.youtube.com/watch?v=3Df5f0x9GQBjU
=C2=A1ESTAMOS EN DUBAI! | =C2=BFQu=C3=A9 tan dif=C3=ADcil es llegar hasta ac=C3=A1?~6,280,241~5~61~1855~https://www.youtube.com/watch?v=3Dnv3jNzMCGH8
Is it true that KOREANS have the WEIRDEST customs?~10,804,134~5~61~1855~https://www.youtube.com/watch?v=3DJCBxDAkIIqI
Goodbye to my old car... The REPAIR begins!~7,636,543~5~61~1855~https://www.youtube.com/watch?v=3DkIjJ8or-ebY
The strange ghost town that is drying up...~7,472,483~5~61~1855~https://www.youtube.com/watch?v=3DHpPIdA4aqVw
Visiting BERGA! This place really exists...~16,884,386~5~61~1855~https://www.youtube.com/watch?v=3D4d9x4ENRBTQ
People say that the devil burned his hand on this cross....~15,460,718~5~61~1855~https://www.youtube.com/watch?v=3DJDaYrQLFHBQ
Visiting a supermarket in SPAIN! (ft. Wismichu and Auronplay)~43,049,115~5~61~1855~https://www.youtube.com/watch?v=3Dumqx1zyHjL8
Tasting VERY CHEAP market food in Spain!~16,483,598~5~61~1855~https://www.youtube.com/watch?v=3D9fOh14lpG-Q
A day with a P0RN STAR, tasting food (ft. Jordi ENP)~14,040,764~5~61~1855~https://www.youtube.com/watch?v=3DxZREyAkJ5oY
Fly FIRST CLASS for only $500! | Luisillo's Travel Tips~8,912,631~5~61~1855~https://www.youtube.com/watch?v=3D3QP-FvAPM10
Here they sell MAMUT meat! | Supermarket for cavemen~9,064,141~5~61~1855~https://www.youtube.com/watch?v=3DeludnhtiLOQ
This is the biggest TEMPLE OF DEATH in the world... | Holly Death~8,663,248~5~61~1855~https://www.youtube.com/watch?v=3DvC9OMP4ZiXY
Reconstruyendo un pueblo con 1 MILL=C3=93N DE D=C3=93LARES!~6,437,342~5~61~1855~https://www.youtube.com/watch?v=3D1AjTcJfJMmo
Reaccionando a MEMES que la gente hace de m=C3=AD! | MOMAZOS de Luisito Comunica~16,135,458~5~61~1855~https://www.youtube.com/watch?v=3DJQo93s8RTzw
Exploring the interior of a slave camp...~8,560,732~5~61~1855~https://www.youtube.com/watch?v=3D_fBEA6S8mVA
That's life on board in a FIRST CLASS BOAT!~19,005,833~5~61~1855~https://www.youtube.com/watch?v=3DkxoZ4TD6SKA
Exploring the most polluted beach in the world...~7,507,823~5~61~1855~https://www.youtube.com/watch?v=3D7_iGkJ9r4O0
Tasting the WORLD'S MOST STINKY fruit | Durian~15,003,802~5~61~1855~https://www.youtube.com/watch?v=3DZRx76gi8aUA
Probando el drone que se controla CON LA MENTE!~6,662,972~5~61~1855~https://www.youtube.com/watch?v=3DOMFW6Txs9QI
As=C3=AD se ve un pasaporte COMPLETAMENTE LLENO!~4,759,666~5~61~1855~https://www.youtube.com/watch?v=3DKPRCzRy5kfY
Being &quot;famous&quot; is not as easy as it looks...~6,776,069~5~61~1855~https://www.youtube.com/watch?v=3D6O0yOG5x93Y
CHEAP MOTEL vs. EXPENSIVE MOTEL | Huge difference!~23,034,655~5~61~1855~https://www.youtube.com/watch?v=3D5bTYmCKYTkY
This is what life is like for monks inside a convent...~13,417,795~5~61~1855~https://www.youtube.com/watch?v=3DGMB2fE6dIHU
YouTube's legendary DIAMOND BUTTON for 10 million!~10,786,866~5~61~1855~https://www.youtube.com/watch?v=3D3LUu5q1Nqoc
Trying food from The Simpsons in REAL LIFE!~38,862,470~5~61~1855~https://www.youtube.com/watch?v=3Dv9j2BVSuha4
Por qu=C3=A9 2017 fue EL MEJOR a=C3=B1o de mi vida...~3,760,198~5~61~1855~https://www.youtube.com/watch?v=3DZzTf7SKWPbc
Si esto es real, podr=C3=ADa valer una FORTUNA...~4,306,428~5~61~1855~https://www.youtube.com/watch?v=3Ds2n9h_e6icc
As=C3=AD se celebra la Navidad en el barrio | Tradiciones y creencias~3,288,047~5~61~1855~https://www.youtube.com/watch?v=3D0NuivI-vRzA
I entered a religious temple of Islam and this is what I saw =F0=9F=95=8C.~13,782,854~5~61~1855~https://www.youtube.com/watch?v=3Ds331U0gBKQI
The country where watching P$RN is a CRIME~7,394,518~5~61~1855~https://www.youtube.com/watch?v=3DmjLB0BPLrCo
Going to a CLASSIC BARBERSHOP vs. SHAVE YOURSELF~7,462,511~5~61~1855~https://www.youtube.com/watch?v=3DRR5OrzEHh1o
Visiting a SUPERMARKET IN TURKEY!~9,712,710~5~61~1855~https://www.youtube.com/watch?v=3DJBADRJ1kT_c
Tasting street food in TURKEY : The origin of tacos?~23,612,504~5~61~1855~https://www.youtube.com/watch?v=3DUuTcTAu__pY
As=C3=AD se grab=C3=B3 el YouTube Rewind 2017!~4,657,196~5~61~1855~https://www.youtube.com/watch?v=3Drt0DziZhcY0
This is the world's largest piracy market | TURKEY~14,201,469~5~61~1855~https://www.youtube.com/watch?v=3DauMgg_0r9v0
I am allowed to enter this country with the condition that I do not record ANYTHING that happens....~23,044,088~5~61~1855~https://www.youtube.com/watch?v=3DTyMUxoQxIPA
Coming to this country was a mistake.... WE CAN'T LEAVE~19,241,777~5~61~1855~https://www.youtube.com/watch?v=3DMLDZgQr9tyc
=C2=BFQu=C3=A9 TAN MAL se pone el metro en HORA PICO?~5,399,099~5~61~1855~https://www.youtube.com/watch?v=3DcPDMvM3f-2Y
Someone bought my phone that was stolen ...~20,016,471~5~61~1855~https://www.youtube.com/watch?v=3DdgaE8QnSrCg
Un d=C3=ADa en R=C3=8DO DE JANEIRO | Brasil~3,267,622~5~61~1855~https://www.youtube.com/watch?v=3D59BlyUZSP9s
Tasting the most expensive eggs IN THE WORLD | Boston~7,840,432~5~61~1855~https://www.youtube.com/watch?v=3D4jTOIpfiOBI
This is the most expensive school in the world | HARVARD~25,287,136~5~61~1855~https://www.youtube.com/watch?v=3DlouggKlugl8
=C2=BFEs mejor comprar un iPhone X o quemar tu dinero?~9,651,075~5~61~1855~https://www.youtube.com/watch?v=3D7P2-dXND87k
Exploring the ISLAND OF THE EVIL DOLLS: Real or fake?~18,335,617~5~61~1855~https://www.youtube.com/watch?v=3DbHX0NmX1JaE
Probando disfraces de halloween para MI AUTO!~4,150,410~5~61~1855~https://www.youtube.com/watch?v=3DFH4NtUdHTpQ
Visiting a WITCH VILLAGE : Rituals and tortures : Salem~14,725,227~5~61~1855~https://www.youtube.com/watch?v=3DPriurCUj2rc
Tasting the MOST SPICY SAUCES in the world!~7,052,407~5~61~1855~https://www.youtube.com/watch?v=3DLCyV7lAhmhA
This is what life is like inside a prison... | ALCATRAZ~19,759,991~5~61~1855~https://www.youtube.com/watch?v=3DherraTMODls
The FASTEST way to GET FAT...~8,799,368~5~61~1855~https://www.youtube.com/watch?v=3Dsc1bEWktHDc
BICICLETA vs TAXI vs UBER vs METRO | =C2=BFCu=C3=A1l es mejor?~3,579,696~6~73~2220~https://www.youtube.com/watch?v=3DiAvG6VVbvV8
What is ONE MILLION DOLLARS enough for?~6,757,418~6~73~2220~https://www.youtube.com/watch?v=3D8O-wrS21Rxg
Tasting $1 FOOD : How BAD is it?~65,951,787~6~73~2220~https://www.youtube.com/watch?v=3Dhtg_e_Q8D6s
As=C3=AD qued=C3=B3 mi auto despu=C3=A9s del accidente...~21,541,378~6~73~2220~https://www.youtube.com/watch?v=3Dy0L2Pl9X448
=C2=BFC=C3=B3mo es la vida en un pueblo debajo de un VOLC=C3=81N ACTIVO?~4,213,923~6~73~2220~https://www.youtube.com/watch?v=3DS_5zuntEKHk
Visitando una ciudad medieval | Irlanda | Game of Thrones~4,449,927~6~73~2220~https://www.youtube.com/watch?v=3DhB5pze2oinA
How hard is it to drive a car the other way round? Ireland~9,169,911~6~73~2220~https://www.youtube.com/watch?v=3DsvGYsEpSBQ4
El reino de los venados | Irlanda~3,213,482~6~73~2220~https://www.youtube.com/watch?v=3DrfYtYya-c18
What RARE things do they sell at McDonald's GERMANY?~16,910,304~6~73~2220~https://www.youtube.com/watch?v=3DECzHIepmfAs
This is what it was like to live inside a NAZI concentration camp in Sachsenhausen.~20,754,301~6~73~2220~https://www.youtube.com/watch?v=3DWoHOmR0ACac
Is it true that Germans LOVE sausages?~15,310,394~6~73~2220~https://www.youtube.com/watch?v=3Dm581irGh8Co
The wall that divided an entire country... | BERLIN~12,343,860~6~73~2220~https://www.youtube.com/watch?v=3DxL3qQgVjAB0
What is it like to sleep inside a FUTURE CAPSULE?~26,980,669~6~73~2220~https://www.youtube.com/watch?v=3DKrbUaa_h2hc
I WAS GIVEN A CAR! And I don't know what to do with it...~9,680,463~6~73~2220~https://www.youtube.com/watch?v=3DpHulSTVVj0s
VERY CHEAP vs. EXPENSIVE vs. iPhone camera | Which one works better?~10,520,513~6~73~2220~https://www.youtube.com/watch?v=3DauXoumr1Oos
Eating ANTS in Colombia!~9,511,231~6~73~2220~https://www.youtube.com/watch?v=3D49GMKSLTGUM
=C2=BFCaben $100,000 en una cartera?~7,012,223~6~73~2220~https://www.youtube.com/watch?v=3DaEcxexL5sPY
=C2=BFC=C3=B3mo act=C3=BAa el alcohol en NUESTRO CUERPO?~5,996,903~6~73~2220~https://www.youtube.com/watch?v=3DRd8bPsT8N14
HUNDREDS of forgotten children are buried here | Cemetery of Abandoned Angels~10,677,644~6~73~2220~https://www.youtube.com/watch?v=3D8lYAUAXBY3M
Explorando las calles de BRASIL!~3,704,651~6~73~2220~https://www.youtube.com/watch?v=3DXnQEZmlEdYQ
La REUNI=C3=93N SECRETA de YouTube en Brasil!~4,107,828~6~73~2220~https://www.youtube.com/watch?v=3D01Geo_MPBXQ
ORIGINAL vs. GENERIC products: Is it better to spend more?~29,300,396~6~73~2220~https://www.youtube.com/watch?v=3DYfmbmUJ0aXI
This is the way weddings are celebrated in an INDIGENOUS TOWN.~11,571,856~6~73~2220~https://www.youtube.com/watch?v=3DweL14gvoxyY
This cemetery is only for burying MILLIONAIRES....~9,721,617~6~73~2220~https://www.youtube.com/watch?v=3Dqw0aHUtPUvw
EXPENSIVE first class service  vs VERY EXPENSIVE first class service| Big difference!~45,030,286~6~73~2220~https://www.youtube.com/watch?v=3DD_rJXLLXJ8A
5 Mexican dishes that you MUST TRY!~9,494,316~6~73~2220~https://www.youtube.com/watch?v=3D4u-dSZsvfdQ
=C2=BFCon cu=C3=A1l de estos BILLETES DE 100 alcanza para m=C3=A1s? | Amsterdam - Madrid~4,564,806~6~73~2220~https://www.youtube.com/watch?v=3DcTEq74AJs2A
Productos de Coca-Cola en =C3=81RABE! | Marruecos~5,822,122~6~73~2220~https://www.youtube.com/watch?v=3DakRSskF5Yxk
EL REINO DE LOS CAMELLOS | Marruecos~5,551,044~6~73~2220~https://www.youtube.com/watch?v=3DZjj6S4lMeXI
Here EVERY MAN can have FOUR WIVES | Morocco~17,106,181~6~73~2220~https://www.youtube.com/watch?v=3DHQXMDXzt4bU
Exploring the legendary alleys of MOROCCO!~8,961,270~6~73~2220~https://www.youtube.com/watch?v=3D3S2NXGobGEA
What is it like to be in a protest in Venezuela? | Talking with young protesters~7,362,525~6~73~2220~https://www.youtube.com/watch?v=3DT4xqFDJf7yM
This is what PUBLIC TRANSPORTATION is like in Venezuela!~10,189,868~6~73~2220~https://www.youtube.com/watch?v=3De_P6jBGiKuc
Visiting a SUPERMARKET IN VENEZUELA~46,520,817~6~73~2220~https://www.youtube.com/watch?v=3DhLwSyZSnaRU
This is how Venezuelan money looks like | A DOLLAR IS WORTH GOLD!~30,583,924~6~73~2220~https://www.youtube.com/watch?v=3DyuFAe1oPoy0
Walking through the streets of Venezuela | NO BREAD~11,146,908~6~73~2220~https://www.youtube.com/watch?v=3D2OgLKz9yQ0Q
This is how I was assaulted in Venezuela...~29,742,492~6~73~2220~https://www.youtube.com/watch?v=3DAO2LZbNAUoo
Arriving to VENEZUELA! Is it really as they say it is? | First impressions~16,742,251~6~73~2220~https://www.youtube.com/watch?v=3D4hOPcrHDBvU
Un d=C3=ADa GRABANDO COMERCIALES! | Luisillo Wonka~3,918,731~6~73~2220~https://www.youtube.com/watch?v=3DJw-tU7HFLFc
EXPENSIVE HOTEL vs CHEAP HOTEL on the beach~11,177,652~6~73~2220~https://www.youtube.com/watch?v=3DZmkud_eYO2Q
Un d=C3=ADa con un CANTANTE | =C2=BFQu=C3=A9 pasa detr=C3=A1s de todo?~3,606,315~6~73~2220~https://www.youtube.com/watch?v=3DBtlnh-iFQkY
Ir al cine NORMAL vs VIP | Cin=C3=A9polis vs Cinemex | =C2=BFCu=C3=A1l es mejor?~27,523,292~6~73~2220~https://www.youtube.com/watch?v=3Dgg24vWLBtkY
Un d=C3=ADa trabajando para GOOGLE MAPS! | Recorriendo zonas nuevas~8,275,346~6~73~2220~https://www.youtube.com/watch?v=3DBtdZD4RuYTg
BUSCANDO BALLENAS SALVAJES en Canad=C3=A1~3,518,524~6~73~2220~https://www.youtube.com/watch?v=3DuSQoqnlIszI
The legendary $5.00 JAPANESE HOT-DOG | Vancouver~10,163,270~6~73~2220~https://www.youtube.com/watch?v=3DDYTxXmReD0Y
COPILOTO DE AVI=C3=93N por un d=C3=ADa | Vancouver~3,214,939~6~73~2220~https://www.youtube.com/watch?v=3D549kBEDHHOw
Trying to overcome my FEAR OF HEIGHTS : Canada~7,485,561~6~73~2220~https://www.youtube.com/watch?v=3DYhQ5Sra9DBs
Caminando por un callej=C3=B3n supuestamente EMBRUJADO...~5,630,556~6~73~2220~https://www.youtube.com/watch?v=3DpYnif--pPu4
What are Google's offices like? The BEST place to work?~12,591,723~6~73~2220~https://www.youtube.com/watch?v=3DlDdWc76n0Ck
STARBUCKS vs OXXO vs HOME MADE coffee~9,709,043~6~73~2220~https://www.youtube.com/watch?v=3DylWkzBHl_As
This is what &quot;MEXICAN&quot; FOOD is like in Los Angeles~16,666,521~6~73~2220~https://www.youtube.com/watch?v=3DGQr35RsxK4w
La convenci=C3=B3n de drag queens M=C3=81S GRANDE DEL MUNDO! | DragCon 2017~5,255,649~6~73~2220~https://www.youtube.com/watch?v=3DeNUyzb5_mHE
Visiting a NUDIST BEACH!~20,539,913~6~73~2220~https://www.youtube.com/watch?v=3D9pu1kk5iFOw
=C2=BFQu=C3=A9 TAN MALO es un vuelo de $400 por 19 HORAS?~6,215,189~6~73~2220~https://www.youtube.com/watch?v=3DQfNeeHUE6-Y
This is what AMERICAN FAST FOOD is like in CHINA!~36,488,205~6~73~2220~https://www.youtube.com/watch?v=3D13VkKQGJoSc
Intentando comprender la RELIGI=C3=93N EN CHINA...~2,862,464~6~73~2220~https://www.youtube.com/watch?v=3D_vLwDwdA6nk
A day working in a PANDAS RESERVE! | China~21,149,042~6~73~2220~https://www.youtube.com/watch?v=3DBoVDhmRD7H0
3 PA=C3=8DSES en 24 HORAS | Amsterdam - China~5,484,839~6~73~2220~https://www.youtube.com/watch?v=3DI7xasTb46jM
This is what FIRST CLASS looks like!~36,826,969~6~73~2220~https://www.youtube.com/watch?v=3DFMJYFFdrI68
Trying street food in CHINA! | Do they really eat dog?~70,995,646~6~73~2220~https://www.youtube.com/watch?v=3DCq_KA3VVN-4
Adentro de un PARQUE CHINO ABANDONADO~2,210,137~6~73~2220~https://www.youtube.com/watch?v=3DQgujgtp8j28
Walking through the FORBIDDEN CITY OF CHINA~15,351,399~6~73~2220~https://www.youtube.com/watch?v=3DwLDWgunzduQ
Getting to know the GREAT CHINESE WALL!~11,421,908~6~73~2220~https://www.youtube.com/watch?v=3DDpETCg3YquA
Traveling on a FIRST CLASS train in China~11,412,709~6~73~2220~https://www.youtube.com/watch?v=3DJeWNCz1c1UA
Visiting a SUPERMARKET IN CHINA!~25,622,764~6~73~2220~https://www.youtube.com/watch?v=3DXvrngnRhOis
Exploring a PIRATE MARKET IN CHINA~19,848,419~6~73~2220~https://www.youtube.com/watch?v=3Dp6-Y9oJrmJc
We are in CHINA!!!~15,238,692~6~73~2220~https://www.youtube.com/watch?v=3Dm88BWcsaxYM
MI REGALO DE CUMPLEA=C3=91OS!~3,012,149~6~73~2220~https://www.youtube.com/watch?v=3DowF_3cUjjDw
MISLEADING ADVERTISING vs REALITY~18,216,603~6~73~2220~https://www.youtube.com/watch?v=3DRSQHK20ndFw
2 HOMBRES + 1 AUTO CHIDO~2,954,713~6~73~2220~https://www.youtube.com/watch?v=3DV0y-d-_HbD8
HICE UN NUEVO AMIGO~6,091,990~6~73~2220~https://www.youtube.com/watch?v=3DJbQfpgEKlus
Un d=C3=ADa normal en NUEVA YORK~4,101,003~6~73~2220~https://www.youtube.com/watch?v=3Dm5Si71Nfq1I
I tried $1 PIZZA | New York Vlog~11,027,047~6~73~2220~https://www.youtube.com/watch?v=3DBfm2Qjicbkc
UN D=C3=8DA SIN OBLIGACIONES~1,665,047~6~73~2220~https://www.youtube.com/watch?v=3DQGGt5yRqNsI
How many die in the subway? | A DAY WITH A DRIVER~12,970,183~6~73~2220~https://www.youtube.com/watch?v=3DvU13qmCHnTE
Ganan MILLONES por nuestra informaci=C3=B3n...~2,150,945~6~73~2220~https://www.youtube.com/watch?v=3DZmfFoDMXFkg
Visiting the MOST EXPENSIVE OXXO IN THE WORLD!~25,549,482~6~73~2220~https://www.youtube.com/watch?v=3DpzuLUQpjNxQ
I WENT TO THE JUSTIN'S BIEBER CONCERT~7,748,574~6~73~2220~https://www.youtube.com/watch?v=3D9rrfuKlNa-M
Looking for the BEST TACOS!~9,236,374~6~73~2220~https://www.youtube.com/watch?v=3DzSIY348UGTU
ORIGINAL vs. PIRATES sun glasses~9,386,476~6~73~2220~https://www.youtube.com/watch?v=3D_8FSBMSeLxI
A DAY WITH A TACO MAN~14,787,169~6~73~2220~https://www.youtube.com/watch?v=3DW03EIyBCOPI
INTERNET TE EST=C3=81 MINTIENDO~4,303,255~6~73~2220~https://www.youtube.com/watch?v=3DCrCoE_LFw0c
AVENTURAS EN EL METRO | Estaciones =C3=A9picas~3,382,581~6~73~2220~https://www.youtube.com/watch?v=3DjOrX7TyphXo
MEXICO vs. U.S. airlines: which is better?~10,679,138~6~73~2220~https://www.youtube.com/watch?v=3DUpc21SmH8i8
Se siente como UN MILL=C3=93N de d=C3=B3lares~3,671,170~6~73~2220~https://www.youtube.com/watch?v=3DaJNwKzzAr3U
=C2=BFC=C3=B3mo ser=C3=ADa la vida SIN ELECTRICIDAD?~3,371,135~6~73~2220~https://www.youtube.com/watch?v=3D24Yr6rcp6pE
DOLLAR STORE vs. NORMAL STORE : which is more convenient?~18,916,544~6~73~2220~https://www.youtube.com/watch?v=3D2_yr2GnbgQg
$16,000 PER NIGHT Hotel! Miami~10,781,693~6~73~2220~https://www.youtube.com/watch?v=3DtMkFyol65tE
El secreto de los 4 MILLONES~2,160,979~6~73~2220~https://www.youtube.com/watch?v=3DBtHqYFRsS08
GEMELAS EN ACCI=C3=93N~2,125,583~6~73~2220~https://www.youtube.com/watch?v=3DwX0yBSxHx3k
Money MEXICO vs USA : what can we buy?~10,360,285~6~73~2220~https://www.youtube.com/watch?v=3DLFh9jz75bxo
HOT knife vs TOY!~9,583,620~6~73~2220~https://www.youtube.com/watch?v=3Dh2gB250vDFY
La gasolina est=C3=A1 MUY CARA~2,620,693~6~73~2220~https://www.youtube.com/watch?v=3DbnElxrsnu9g
Un a=C3=B1o en 6 minutos~2,747,307~6~73~2220~https://www.youtube.com/watch?v=3DWJpyxwzGqJE
TAG DEL YOUTUBER VENDIDO~2,676,470~6~73~2220~https://www.youtube.com/watch?v=3D0EgsP5Irw9g
Tengo algo que confesar...~3,028,954~6~73~2220~https://www.youtube.com/watch?v=3DBxTfUYksnBM
PIJAMADA EN EL SUPERMERCADO~4,520,746~6~73~2220~https://www.youtube.com/watch?v=3D4EYLpcvYjzI
REGALOS DE NAVIDAD PARA TODOS!~3,888,181~6~73~2220~https://www.youtube.com/watch?v=3DBy3QgE4D0-s
5 RETOS, 1 VIDEO~2,448,107~6~73~2220~https://www.youtube.com/watch?v=3D9H2d-tHekpw
SOY FAMOSO WUUU!~6,078,824~6~73~2220~https://www.youtube.com/watch?v=3DEwHt78I51mU
MY LIFE BEFORE YOUTUBE~8,577,160~6~73~2220~https://www.youtube.com/watch?v=3DHAgEvIXdw0E
CHIAPAS: Tierra de cascadas y rituales | M=C3=A9xico =F0=9F=87=B2=F0=9F=87=BD~3,093,790~6~73~2220~https://www.youtube.com/watch?v=3DDxvi3n6y5mY
THE KINGDOM OF REPTILES | Chiapas~7,734,607~6~73~2220~https://www.youtube.com/watch?v=3DtBe0ZKNFeDA
EL =C3=9ALTIMO Y NOS VAMOS | Jap=C3=B3n~2,221,893~6~73~2220~https://www.youtube.com/watch?v=3DEySnih0PRMk
Tarjeta de banco PERDIDA... | Jap=C3=B3n~3,168,847~6~73~2220~https://www.youtube.com/watch?v=3DDBpExyb-9kw
Tienda JAPONESA de Pokemon! Gast=C3=A9 m=C3=A1s de lo que deb=C3=ADa...~7,291,431~6~73~2220~https://www.youtube.com/watch?v=3DuDmfcjBDUbA
Visiting a SUPERMARKET IN JAPAN~20,208,910~6~73~2220~https://www.youtube.com/watch?v=3DgI2FBnL88mE
El mundo se DESCONTROL=C3=93 | Jap=C3=B3n~6,148,830~6~73~2220~https://www.youtube.com/watch?v=3DhRG2R4MV4II
Cruce de Shibuya, un cementerio y sushi aut=C3=A9ntico | TOKIO, JAP=C3=93N~5,072,843~6~73~2220~https://www.youtube.com/watch?v=3DlsJPjcWgKZE
Machines and video game centers in Japan | Akihabara~8,323,033~6~73~2220~https://www.youtube.com/watch?v=3DGoWCjDjkMkg
EVERYTHING seems STRANGE to me... | Japan~16,128,164~6~73~2220~https://www.youtube.com/watch?v=3D3ZWyHsyuEpo
WE ARRIVED TO JAPAN!!!~11,462,490~6~73~2220~https://www.youtube.com/watch?v=3DgH_8NmJgGUE
LIFE SURPRISES YOU...~7,708,416~6~73~2220~https://www.youtube.com/watch?v=3D7UL5o287jqs
UN VIAJE AL PASADO~5,001,528~6~73~2220~https://www.youtube.com/watch?v=3DyT7ixT8S8Jk
Money MEXICO vs. EUROPE : what is it worth?~10,121,119~6~73~2220~https://www.youtube.com/watch?v=3D88-kYhueo00
I'M GOING TO FREEZE TO DEATH HERE! Amsterdam~7,795,655~6~73~2220~https://www.youtube.com/watch?v=3DuiOozBLTimA
NUNCA PENS=C3=89 COMER ESTO~5,880,860~6~73~2220~https://www.youtube.com/watch?v=3DgxNnDOP-yss
REAL or FAKE haunted doll?!~17,304,625~6~73~2220~https://www.youtube.com/watch?v=3DxqA9uTAp6o4
